tree_id,node_id,is_leave,split_feature,threshold,children,correctPredictions,correctPredictionsClassesCounts,wrongPredictions
15,1,False,"Mg Magnesium",2.76,"2;19",148,"0;58;1;57;5;13;3;6;2;12;4;2","31;1;0;6;5;2;3;1;0;1;6;5;5;2;3;4;1;3;1;1;5;1;3;2;3;1;4;3;1;0;1"
15,2,False,"K Potassium",0.67,"3;16",29,"3;5;2;12;4;2;0;10","8;0;2;3;4;1;2;3;1;4;3;1;0;1;1;0;1"
15,3,False,"Al Aluminum",1.49,"4;9",23,"4;2;2;7;0;10;3;4","6;0;4;1;2;1;2;3;1;4;3;1;0;1;1;0;1"
15,4,False,"Al Aluminum",1.38,"5;6",10,"0;9;2;1","2;1;0;1;4;0;1"
15,5,True,"","","",8,"0;8","2;1;0;1;4;0;1"
15,6,False,"Al Aluminum",1.41,"7;8",2,"0;1;2;1","0"
15,7,True,"","","",1,"2;1","0"
15,8,True,"","","",1,"0;1","0"
15,9,False,"Mg Magnesium",2.04,"10;15",13,"4;2;2;6;0;1;3;4","4;0;4;1;2;1;2;3;1;4;3;1"
15,10,False,"K Potassium",0.30,"11;12",11,"2;6;0;1;3;4","3;0;2;1;2;3;1;4;3;1"
15,11,True,"","","",4,"3;4","2;2;3;1;4;3;1"
15,12,False,"Na Sodium",10.88,"13;14",7,"2;6;0;1","1;0;2;1"
15,13,True,"","","",1,"0;1","0"
15,14,True,"","","",6,"2;6","1;0;2;1"
15,15,True,"","","",2,"4;2","1;0;4;1"
15,16,False,"Si Silicon",74.53,"17;18",6,"3;1;2;5","2;0;2;2"
15,17,True,"","","",5,"2;5","2;0;2;2"
15,18,True,"","","",1,"3;1","0"
15,19,False,"Mg Magnesium",3.79,"20;65",119,"0;48;1;57;5;13;3;1","23;1;0;5;5;2;3;1;0;1;6;5;5;3;1;1;5;1;3"
15,20,False,"Al Aluminum",1.42,"21;48",109,"1;57;5;13;0;38;3;1","19;0;1;6;5;5;1;5;2;0;1;3;1;3;1;1;5;1;3"
15,21,False,"Refractive Index",1.52,"22;31",70,"5;9;1;53;3;1;0;7","11;1;5;1;3;1;0;1;3;5;3;5;1;3"
15,22,False,"Fe Iron",0.16,"23;30",10,"1;3;5;6;0;1","3;0;1;1;5;2"
15,23,False,"Al Aluminum",1.22,"24;25",8,"5;6;0;1;1;1","2;0;5;2"
15,24,True,"","","",1,"1;1","0"
15,25,False,"Ca Calcium",8.59,"26;27",7,"5;6;0;1","2;0;5;2"
15,26,True,"","","",5,"5;5","2;0;5;2"
15,27,False,"Na Sodium",13.17,"28;29",2,"5;1;0;1","0"
15,28,True,"","","",1,"0;1","0"
15,29,True,"","","",1,"5;1","0"
15,30,True,"","","",2,"1;2","1;0;1;1"
15,31,False,"Si Silicon",71.47,"32;35",60,"5;3;1;50;3;1;0;6","8;1;5;1;3;1;0;1;2;5;1;5;1;3"
15,32,False,"Al Aluminum",0.79,"33;34",2,"5;1;0;1","1;0;5;1"
15,33,True,"","","",1,"0;1","0"
15,34,True,"","","",1,"5;1","1;0;5;1"
15,35,False,"Refractive Index",1.52,"36;41",58,"5;2;1;50;3;1;0;5","7;1;5;1;3;1;0;1;2;5;1;3"
15,36,False,"Si Silicon",72.78,"37;40",35,"1;34;5;1","3;0;1;1;5;1;2"
15,37,False,"K Potassium",0.34,"38;39",5,"1;4;5;1","1;5;1;1"
15,38,True,"","","",1,"5;1","0"
15,39,True,"","","",4,"1;4","1;5;1;1"
15,40,True,"","","",30,"1;30","2;0;1;1;5;1;1"
15,41,False,"Refractive Index",1.52,"42;43",23,"5;1;1;16;3;1;0;5","4;1;5;1;3;1;0;1;1;5;1;1"
15,42,True,"","","",5,"0;5","0"
15,43,False,"Ba Barium",0.13,"44;47",18,"5;1;1;16;3;1","4;1;5;1;3;1;0;1;1;5;1;1"
15,44,False,"Mg Magnesium",3.34,"45;46",17,"1;16;3;1","3;0;1;1;5;1;1;1;3;1"
15,45,True,"","","",1,"3;1","1;1;3;1"
15,46,True,"","","",16,"1;16","2;0;1;1;5;1;1"
15,47,True,"","","",1,"5;1","1;1;5;1"
15,48,False,"Fe Iron",0.24,"49;64",39,"1;4;5;4;0;31","8;0;1;3;5;2;1;5;1;0;1;3;1;1"
15,49,False,"Ca Calcium",7.82,"50;51",38,"5;4;0;31;1;3","6;1;5;1;0;1;0;5;2;1;1;3;1;1"
15,50,True,"","","",1,"1;1","1;3;1;1"
15,51,False,"Si Silicon",72.20,"52;53",37,"5;4;0;31;1;2","5;1;5;1;0;1;0;5;2;1;1"
15,52,True,"","","",3,"5;3","1;0;5;1"
15,53,False,"Na Sodium",12.64,"54;55",34,"5;1;0;31;1;2","4;1;5;1;0;1;0;5;1;1;1"
15,54,True,"","","",1,"1;1","1;0;1;1"
15,55,False,"Ca Calcium",8.33,"56;57",33,"5;1;0;31;1;1","3;1;5;1;0;1;0;5;1"
15,56,True,"","","",26,"0;26","1;1;0;1"
15,57,False,"Al Aluminum",1.67,"58;63",7,"5;1;0;5;1;1","2;1;5;1;0;5;1"
15,58,False,"Na Sodium",12.88,"59;62",6,"0;5;1;1","0"
15,59,False,"Si Silicon",73.01,"60;61",2,"0;1;1;1","0"
15,60,True,"","","",1,"1;1","0"
15,61,True,"","","",1,"0;1","0"
15,62,True,"","","",4,"0;4","0"
15,63,True,"","","",1,"5;1","2;1;5;1;0;5;1"
15,64,True,"","","",1,"1;1","2;0;1;2"
15,65,True,"","","",10,"0;10","4;1;0;4"
15,66,False,"Al Aluminum",1.07,"67;72",28,"3;22;4;1;1;4;5;1","7;0;3;2;4;1;4;3;3;5;1"
15,67,False,"Ca Calcium",10.39,"68;71",6,"4;1;1;4;5;1","2;0;4;1;4;5;1"
15,68,False,"K Potassium",0.01,"69;70",5,"1;4;5;1","1;4;5;1"
15,69,True,"","","",1,"5;1","1;4;5;1"
15,70,True,"","","",4,"1;4","0"
15,71,True,"","","",1,"4;1","1;0;4;1"
15,72,True,"","","",22,"3;22","5;0;3;2;4;3;3"
16,0,False,"Na Sodium",14.18,"1;62",164,"1;53;3;24;0;61;4;5;2;6;5;15","50;0;1;8;2;2;5;5;5;1;1;3;1;3;1;1;2;3;4;1;1;3;1;0;9;5;7;4;3;3;0;1;2;0;7"
16,1,False,"K Potassium",0.62,"2;53",137,"3;3;0;60;1;50;2;6;5;15;4;3","41;1;0;9;5;7;2;0;7;0;2;2;1;6;5;5;3;2;3;4;1;4;0;1"
16,2,False,"Mg Magnesium",3.86,"3;52",106,"0;36;1;49;5;15;3;1;2;2;4;3","34;1;0;4;5;7;0;1;6;5;5;2;1;3;2;3;4;1;2;0;6;4;0;1"
16,3,False,"Mg Magnesium",2.78,"4;11",99,"1;49;5;15;0;29;3;1;2;2;4;3","33;0;1;6;5;5;2;1;1;5;7;0;3;3;2;3;4;1;2;0;6;4;0;1"
16,4,False,"K Potassium",0.06,"5;8",16,"2;2;0;11;4;3","13;0;2;1;3;2;3;4;1;1;0;1;2;0;6;4;0;1"
16,5,False,"Ca Calcium",10.38,"6;7",7,"0;4;4;3","2;4;0;1;3;4;1"
16,6,True,"","","",3,"4;3","1;3;4;1"
16,7,True,"","","",4,"0;4","1;4;0;1"
16,8,False,"Al Aluminum",1.69,"9;10",9,"2;2;0;7","11;0;2;1;3;2;3;1;0;1;2;0;6"
16,9,True,"","","",7,"0;7","7;1;0;1;2;0;6"
16,10,True,"","","",2,"2;2","4;0;2;1;3;2;3"
16,11,False,"Refractive Index",1.52,"12;27",83,"1;49;5;15;0;18;3;1","20;0;1;6;5;5;1;5;7;0;2"
16,12,False,"Refractive Index",1.52,"13;14",22,"0;12;5;8;1;2","4;0;5;2;1;1;1;0;1"
16,13,True,"","","",2,"1;2","1;0;1;1"
16,14,False,"K Potassium",0.48,"15;16",20,"0;12;5;8","3;0;5;2;1;0;1"
16,15,True,"","","",5,"0;5","1;1;0;1"
16,16,False,"Ba Barium",0.05,"17;26",15,"0;7;5;8","2;0;5;2"
16,17,False,"Al Aluminum",1.41,"18;23",14,"5;8;0;6","2;0;5;2"
16,18,False,"K Potassium",0.57,"19;22",8,"5;7;0;1","1;0;5;1"
16,19,False,"Mg Magnesium",3.57,"20;21",6,"0;1;5;5","0"
16,20,True,"","","",5,"5;5","0"
16,21,True,"","","",1,"0;1","0"
16,22,True,"","","",2,"5;2","1;0;5;1"
16,23,False,"Al Aluminum",1.62,"24;25",6,"5;1;0;5","1;0;5;1"
16,24,True,"","","",5,"0;5","0"
16,25,True,"","","",1,"5;1","1;0;5;1"
16,26,True,"","","",1,"0;1","0"
16,27,False,"Mg Magnesium",3.66,"28;41",61,"1;47;5;7;0;6;3;1","16;0;1;5;5;3;1;5;7;0;1"
16,28,False,"Al Aluminum",1.51,"29;38",45,"1;38;5;5;0;1;3;1","10;0;1;4;5;2;1;5;4"
16,29,False,"K Potassium",0.17,"30;31",41,"0;1;1;37;3;1;5;2","9;0;1;3;5;2;1;5;4"
16,30,True,"","","",2,"5;2","6;1;5;4;0;5;2"
16,31,False,"Al Aluminum",1.42,"32;35",39,"0;1;1;37;3;1","3;0;1;3"
16,32,False,"Refractive Index",1.52,"33;34",36,"3;1;1;35","2;0;1;2"
16,33,True,"","","",35,"1;35","2;0;1;2"
16,34,True,"","","",1,"3;1","0"
16,35,False,"Refractive Index",1.52,"36;37",3,"0;1;1;2","1;0;1;1"
16,36,True,"","","",2,"1;2","1;0;1;1"
16,37,True,"","","",1,"0;1","0"
16,38,False,"Mg Magnesium",3.45,"39;40",4,"1;1;5;3","1;0;1;1"
16,39,True,"","","",3,"5;3","0"
16,40,True,"","","",1,"1;1","1;0;1;1"
16,41,False,"Ca Calcium",9.11,"42;49",16,"1;9;5;2;0;5","6;0;1;1;5;1;1;5;3;0;1"
16,42,False,"Si Silicon",72.59,"43;44",8,"1;2;0;5;5;1","6;0;1;1;5;1;1;5;3;0;1"
16,43,True,"","","",4,"0;4","1;1;0;1"
16,44,False,"Al Aluminum",1.21,"45;48",4,"1;2;0;1;5;1","5;0;1;1;5;1;1;5;3"
16,45,False,"Refractive Index",1.52,"46;47",2,"0;1;5;1","4;1;5;3;0;5;1"
16,46,True,"","","",1,"5;1","4;1;5;3;0;5;1"
16,47,True,"","","",1,"0;1","0"
16,48,True,"","","",2,"1;2","1;0;1;1"
16,49,False,"Refractive Index",1.52,"50;51",8,"1;7;5;1","0"
16,50,True,"","","",1,"5;1","0"
16,51,True,"","","",7,"1;7","0"
16,52,True,"","","",7,"0;7","1;1;0;1"
16,53,False,"Si Silicon",72.19,"54;55",31,"3;2;0;24;1;1;2;4","7;1;0;5;2;0;1;0;2;1"
16,54,True,"","","",4,"2;4","1;0;2;1"
16,55,False,"Refractive Index",1.52,"56;59",27,"3;2;0;24;1;1","6;1;0;5;2;0;1"
16,56,False,"Ba Barium",0.60,"57;58",2,"3;1;1;1","0"
16,57,True,"","","",1,"1;1","0"
16,58,True,"","","",1,"3;1","0"
16,59,False,"Si Silicon",74.21,"60;61",25,"3;1;0;24","6;1;0;5;2;0;1"
16,60,True,"","","",24,"0;24","6;1;0;5;2;0;1"
16,61,True,"","","",1,"3;1","0"
16,62,False,"K Potassium",0.08,"63;66",27,"1;3;3;21;0;1;4;2","9;0;1;2;5;1;1;3;1;3;1;1;1;3;1;4;3;3"
16,63,False,"Ca Calcium",9.70,"64;65",20,"4;2;3;18","5;1;3;1;5;3;1;4;3;3"
16,64,True,"","","",18,"3;18","5;1;3;1;5;3;1;4;3;3"
16,65,True,"","","",2,"4;2","0"
16,66,False,"Mg Magnesium",3.01,"67;72",7,"1;3;3;3;0;1","4;0;1;2;5;1;1;3;1;1"
16,67,False,"Ba Barium",1.44,"68;71",4,"3;3;0;1","0"
16,68,False,"Fe Iron",0.04,"69;70",2,"0;1;3;1","0"
16,69,True,"","","",1,"3;1","0"
16,70,True,"","","",1,"0;1","0"
16,71,True,"","","",2,"3;2","0"
16,72,True,"","","",3,"1;3","4;0;1;2;5;1;1;3;1;1"
17,0,False,"Ba Barium",0.32,"1;68",174,"3;27;1;61;0;53;4;7;5;15;2;11","40;2;3;1;4;1;0;1;15;5;6;2;2;1;0;6;5;3;4;5;1;0;1;3;0;1;1;1;5;0;2"
17,1,False,"Al Aluminum",1.42,"2;45",146,"1;60;0;52;4;7;5;15;2;11;3;1","39;0;1;15;5;6;2;2;1;0;6;5;3;4;5;1;0;1;3;0;1;1;1;5;0;2;2;4;1"
17,2,False,"Mg Magnesium",2.61,"3;10",87,"1;56;0;17;5;11;4;2;3;1","26;0;1;11;5;3;3;1;1;1;5;3;0;4;5;0;2;2;4;1;4;0;1"
17,3,False,"Refractive Index",1.52,"4;9",11,"0;8;4;2;3;1","2;2;4;1;4;0;1"
17,4,False,"Refractive Index",1.52,"5;8",4,"4;2;3;1;0;1","2;2;4;1;4;0;1"
17,5,False,"K Potassium",1.35,"6;7",2,"3;1;0;1","1;4;0;1"
17,6,True,"","","",1,"0;1","1;4;0;1"
17,7,True,"","","",1,"3;1","0"
17,8,True,"","","",2,"4;2","1;2;4;1"
17,9,True,"","","",7,"0;7","0"
17,10,False,"Na Sodium",13.39,"11;26",76,"1;56;0;9;5;11","24;0;1;11;5;3;3;1;1;1;5;3;0;4;5;0;2"
17,11,False,"Refractive Index",1.52,"12;15",47,"1;39;0;3;5;5","15;1;0;2;5;1;0;1;10;5;2"
17,12,False,"Refractive Index",1.52,"13;14",7,"5;5;1;2","3;1;5;1;0;5;2"
17,13,True,"","","",2,"1;2","0"
17,14,True,"","","",5,"5;5","3;1;5;1;0;5;2"
17,15,False,"Ca Calcium",8.41,"16;21",40,"1;37;0;3","12;1;0;2;0;1;10"
17,16,False,"Ca Calcium",8.28,"17;18",9,"1;7;0;2","2;1;0;1;0;1;1"
17,17,True,"","","",5,"1;5","1;0;1;1"
17,18,False,"Si Silicon",73.14,"19;20",4,"1;2;0;2","1;1;0;1"
17,19,True,"","","",2,"0;2","1;1;0;1"
17,20,True,"","","",2,"1;2","0"
17,21,False,"Refractive Index",1.52,"22;23",31,"1;30;0;1","10;1;0;1;0;1;9"
17,22,True,"","","",29,"1;29","9;0;1;9"
17,23,False,"Mg Magnesium",3.73,"24;25",2,"1;1;0;1","1;1;0;1"
17,24,True,"","","",1,"0;1","1;1;0;1"
17,25,True,"","","",1,"1;1","0"
17,26,False,"Refractive Index",1.52,"27;32",29,"1;17;0;6;5;6","9;0;1;1;5;1;3;1;1;1;5;2;0;2;5;0;2"
17,27,False,"Refractive Index",1.52,"28;29",7,"5;2;0;5","6;1;5;1;0;2;0;5;1;5;0;2"
17,28,True,"","","",1,"5;1","0"
17,29,False,"Al Aluminum",1.27,"30;31",6,"5;1;0;5","6;1;5;1;0;2;0;5;1;5;0;2"
17,30,True,"","","",5,"0;5","4;1;0;2;5;0;2"
17,31,True,"","","",1,"5;1","2;1;5;1;0;5;1"
17,32,False,"Al Aluminum",1.01,"33;44",22,"1;17;0;1;5;4","3;0;1;1;3;1;1;1;5;1"
17,33,False,"Ca Calcium",9.69,"34;41",14,"1;9;0;1;5;4","1;1;5;1"
17,34,False,"Na Sodium",14.34,"35;40",10,"1;6;5;4","1;1;5;1"
17,35,False,"Na Sodium",13.56,"36;37",8,"5;4;1;4","1;1;5;1"
17,36,True,"","","",2,"1;2","0"
17,37,False,"Al Aluminum",0.52,"38;39",6,"5;4;1;2","1;1;5;1"
17,38,True,"","","",2,"1;2","0"
17,39,True,"","","",4,"5;4","1;1;5;1"
17,40,True,"","","",2,"1;2","0"
17,41,False,"Mg Magnesium",3.43,"42;43",4,"1;3;0;1","0"
17,42,True,"","","",1,"0;1","0"
17,43,True,"","","",3,"1;3","0"
17,44,True,"","","",8,"1;8","2;0;1;1;3;1;1"
17,45,False,"Mg Magnesium",2.24,"46;51",59,"1;4;0;35;4;5;5;4;2;11","13;0;1;4;5;3;2;2;1;0;2;4;5;1;3;0;1"
17,46,False,"Na Sodium",13.62,"47;48",16,"4;4;0;1;2;11","3;3;0;1;0;2;2"
17,47,True,"","","",11,"2;11","2;0;2;2"
17,48,False,"Si Silicon",72.13,"49;50",5,"4;4;0;1","1;3;0;1"
17,49,True,"","","",1,"0;1","1;3;0;1"
17,50,True,"","","",4,"4;4","0"
17,51,False,"Si Silicon",72.50,"52;59",43,"1;4;0;34;4;1;5;4","10;0;1;4;5;3;1;0;2;4;5;1"
17,52,False,"Refractive Index",1.52,"53;54",10,"0;5;4;1;5;4","4;0;5;3;4;5;1"
17,53,True,"","","",4,"0;4","0"
17,54,False,"Refractive Index",1.52,"55;56",6,"0;1;4;1;5;4","4;0;5;3;4;5;1"
17,55,True,"","","",4,"5;4","4;0;5;3;4;5;1"
17,56,False,"K Potassium",0.25,"57;58",2,"0;1;4;1","0"
17,57,True,"","","",1,"4;1","0"
17,58,True,"","","",1,"0;1","0"
17,59,False,"Refractive Index",1.52,"60;67",33,"1;4;0;29","6;0;1;4;1;0;2"
17,60,False,"Mg Magnesium",3.54,"61;62",30,"1;1;0;29","3;0;1;1;1;0;2"
17,61,True,"","","",21,"0;21","1;1;0;1"
17,62,False,"Si Silicon",72.97,"63;64",9,"1;1;0;8","2;0;1;1;1;0;1"
17,63,True,"","","",5,"0;5","1;1;0;1"
17,64,False,"Refractive Index",1.52,"65;66",4,"1;1;0;3","1;0;1;1"
17,65,True,"","","",3,"0;3","0"
17,66,True,"","","",1,"1;1","1;0;1;1"
17,67,True,"","","",3,"1;3","3;0;1;3"
17,68,False,"Na Sodium",12.21,"69;70",28,"3;26;1;1;0;1","1;2;3;1"
17,69,True,"","","",1,"0;1","0"
17,70,False,"Al Aluminum",1.56,"71;74",27,"3;26;1;1","1;2;3;1"
17,71,False,"K Potassium",0.21,"72;73",2,"3;1;1;1","0"
17,72,True,"","","",1,"1;1","0"
17,73,True,"","","",1,"3;1","0"
17,74,True,"","","",25,"3;25","1;2;3;1"
18,0,False,"Ba Barium",0.34,"1;72",175,"0;58;3;28;1;60;5;9;4;9;2;11","39;1;3;1;0;7;5;2;2;3;1;0;1;0;1;13;3;1;5;3;2;1;5;1;6;0;2;3;4;1"
18,1,False,"Mg Magnesium",2.61,"2;15",148,"0;57;1;60;5;9;3;2;4;9;2;11","37;0;1;13;3;1;5;3;2;1;1;0;7;5;2;5;1;6;0;2;3;4;1;2;0;1"
18,2,False,"Na Sodium",13.78,"3;12",32,"0;11;4;9;3;1;2;11","3;3;4;1;0;2;1;2;0;1"
18,3,False,"Si Silicon",72.22,"4;7",21,"3;1;0;9;2;11","2;0;2;1;2;0;1"
18,4,False,"Al Aluminum",2.03,"5;6",10,"2;3;0;7","1;2;0;1"
18,5,True,"","","",7,"0;7","1;2;0;1"
18,6,True,"","","",3,"2;3","0"
18,7,False,"Si Silicon",74.53,"8;11",11,"3;1;0;2;2;8","1;0;2;1"
18,8,False,"Ca Calcium",13.59,"9;10",10,"0;2;2;8","1;0;2;1"
18,9,True,"","","",8,"2;8","1;0;2;1"
18,10,True,"","","",2,"0;2","0"
18,11,True,"","","",1,"3;1","0"
18,12,False,"Fe Iron",0.04,"13;14",11,"0;2;4;9","1;3;4;1"
18,13,True,"","","",9,"4;9","1;3;4;1"
18,14,True,"","","",2,"0;2","0"
18,15,False,"Ca Calcium",8.41,"16;39",116,"0;46;1;60;5;9;3;1","34;0;1;13;3;1;5;3;1;0;7;5;2;5;1;6;0;2"
18,16,False,"Al Aluminum",1.24,"17;24",48,"0;37;1;10;5;1","14;0;1;6;5;1;1;0;1;1;0;4;5;2"
18,17,False,"Al Aluminum",1.10,"18;19",6,"0;2;5;1;1;3","3;1;5;2;0;1"
18,18,True,"","","",1,"0;1","1;1;0;1"
18,19,False,"Al Aluminum",1.17,"20;21",5,"0;1;5;1;1;3","2;1;5;2"
18,20,True,"","","",3,"1;3","0"
18,21,False,"Na Sodium",13.43,"22;23",2,"0;1;5;1","2;1;5;2"
18,22,True,"","","",1,"5;1","2;1;5;2"
18,23,True,"","","",1,"0;1","0"
18,24,False,"K Potassium",0.41,"25;28",42,"0;35;1;7","11;0;1;6;5;1;1;0;1;1;0;3"
18,25,False,"Na Sodium",13.72,"26;27",3,"0;2;1;1","3;0;1;3"
18,26,True,"","","",1,"1;1","3;0;1;3"
18,27,True,"","","",2,"0;2","0"
18,28,False,"Fe Iron",0.16,"29;36",39,"0;33;1;6","8;0;1;3;5;1;1;0;1;1;0;3"
18,29,False,"Refractive Index",1.52,"30;35",34,"1;2;0;32","4;1;0;3;5;0;1"
18,30,False,"Al Aluminum",1.31,"31;34",33,"0;32;1;1","4;1;0;3;5;0;1"
18,31,False,"Al Aluminum",1.27,"32;33",4,"1;1;0;3","1;1;0;1"
18,32,True,"","","",3,"0;3","1;1;0;1"
18,33,True,"","","",1,"1;1","0"
18,34,True,"","","",29,"0;29","3;1;0;2;5;0;1"
18,35,True,"","","",1,"1;1","0"
18,36,False,"Fe Iron",0.29,"37;38",5,"0;1;1;4","4;0;1;3;5;1;1"
18,37,True,"","","",4,"1;4","4;0;1;3;5;1;1"
18,38,True,"","","",1,"0;1","0"
18,39,False,"Refractive Index",1.52,"40;45",68,"0;9;1;50;5;8;3;1","20;0;1;7;3;1;5;3;1;0;3;5;1;5;0;1"
18,40,False,"Ba Barium",0.05,"41;44",7,"0;1;5;5;1;1","3;0;5;3"
18,41,False,"Refractive Index",1.52,"42;43",6,"5;5;1;1","3;0;5;3"
18,42,True,"","","",1,"1;1","0"
18,43,True,"","","",5,"5;5","3;0;5;3"
18,44,True,"","","",1,"0;1","0"
18,45,False,"Fe Iron",0.21,"46;67",61,"0;8;1;49;5;3;3;1","17;0;1;7;3;1;1;0;3;5;1;5;0;1"
18,46,False,"K Potassium",0.01,"47;50",53,"0;5;1;46;3;1;5;1","16;1;0;3;0;1;6;3;1;5;1;5;0;1"
18,47,False,"Na Sodium",14.24,"48;49",2,"5;1;1;1","0"
18,48,True,"","","",1,"1;1","0"
18,49,True,"","","",1,"5;1","0"
18,50,False,"Mg Magnesium",3.87,"51;66",51,"0;5;1;45;3;1","16;1;0;3;0;1;6;3;1;5;1;5;0;1"
18,51,False,"Mg Magnesium",3.34,"52;57",50,"1;45;0;4;3;1","15;0;1;6;3;1;1;0;2;5;1;5;0;1"
18,52,False,"Ca Calcium",8.93,"53;54",7,"1;4;0;2;3;1","4;0;1;2;3;1;5;1;1"
18,53,True,"","","",1,"3;1","1;0;3;1"
18,54,False,"K Potassium",0.29,"55;56",6,"1;4;0;2","3;0;1;2;5;1;1"
18,55,True,"","","",2,"0;2","0"
18,56,True,"","","",4,"1;4","3;0;1;2;5;1;1"
18,57,False,"Fe Iron",0.13,"58;63",43,"1;41;0;2","11;0;1;4;1;0;2;5;1;4;0;1"
18,58,False,"Na Sodium",13.28,"59;60",36,"1;35;0;1","9;5;1;4;0;1;1;0;1;0;1;3"
18,59,True,"","","",20,"1;20","3;0;1;3"
18,60,False,"Ca Calcium",8.69,"61;62",16,"1;15;0;1","6;5;1;4;0;1;1;0;1"
18,61,True,"","","",1,"0;1","2;1;0;1;5;0;1"
18,62,True,"","","",15,"1;15","4;5;1;4"
18,63,False,"Fe Iron",0.16,"64;65",7,"1;6;0;1","2;0;1;1;1;0;1"
18,64,True,"","","",1,"0;1","1;1;0;1"
18,65,True,"","","",6,"1;6","1;0;1;1"
18,66,True,"","","",1,"0;1","1;1;0;1"
18,67,False,"Al Aluminum",1.05,"68;69",8,"0;3;1;3;5;2","1;0;1;1"
18,68,True,"","","",2,"5;2","0"
18,69,False,"Refractive Index",1.52,"70;71",6,"0;3;1;3","1;0;1;1"
18,70,True,"","","",3,"1;3","1;0;1;1"
18,71,True,"","","",3,"0;3","0"
18,72,False,"Ba Barium",3.02,"73;74",27,"0;1;3;26","2;1;3;1;2;3;1"
18,73,True,"","","",26,"3;26","2;1;3;1;2;3;1"
18,74,True,"","","",1,"0;1","0"
19,0,False,"Mg Magnesium",2.76,"1;18",170,"3;27;0;63;1;56;5;10;2;9;4;5","44;1;0;13;5;1;0;1;8;5;1;2;1;4;2;3;1;5;0;6;1;1;2;0;2;3;2;3;2;1;4;1;4;3;4"
19,1,False,"Fe Iron",0.10,"2;17",49,"0;11;3;24;2;9;4;5","15;1;0;1;2;0;2;3;2;0;2;1;4;2;3;1;3;2;1;4;1;4;3;4"
19,2,False,"Refractive Index",1.52,"3;10",41,"3;24;2;9;0;3;4;5","12;2;3;2;0;2;1;4;2;3;1;3;2;1;4;1;4;3;4"
19,3,False,"K Potassium",4.46,"4;9",27,"2;3;0;1;3;23","6;0;3;1;2;3;1;4;3;4"
19,4,False,"Ca Calcium",6.17,"5;6",25,"0;1;3;23;2;1","6;0;3;1;2;3;1;4;3;4"
19,5,True,"","","",1,"2;1","0"
19,6,False,"Ca Calcium",10.20,"7;8",24,"0;1;3;23","6;0;3;1;2;3;1;4;3;4"
19,7,True,"","","",23,"3;23","6;0;3;1;2;3;1;4;3;4"
19,8,True,"","","",1,"0;1","0"
19,9,True,"","","",2,"2;2","0"
19,10,False,"K Potassium",0.03,"11;12",14,"3;1;2;6;0;2;4;5","6;2;3;1;0;2;1;4;2;3;2;1;4;1"
19,11,True,"","","",5,"4;5","3;0;4;2;3;4;1"
19,12,False,"Al Aluminum",1.15,"13;14",9,"3;1;2;6;0;2","3;2;3;1;0;2;1;3;2;1"
19,13,True,"","","",2,"0;2","0"
19,14,False,"Refractive Index",1.52,"15;16",7,"3;1;2;6","3;2;3;1;0;2;1;3;2;1"
19,15,True,"","","",6,"2;6","2;0;2;1;3;2;1"
19,16,True,"","","",1,"3;1","1;2;3;1"
19,17,True,"","","",8,"0;8","3;1;0;1;2;0;2"
19,18,False,"K Potassium",0.62,"19;62",121,"3;3;0;52;1;56;5;10","29;1;0;12;5;1;0;1;8;5;1;5;0;6;1;1"
19,19,False,"Al Aluminum",1.42,"20;55",94,"5;10;0;29;1;54;3;1","24;1;0;8;5;1;5;0;6;1;1;0;1;7;5;1"
19,20,False,"Si Silicon",70.96,"21;22",72,"0;11;1;53;5;7;3;1","20;5;0;5;1;1;0;1;7;5;1;1;0;5;5;1"
19,21,True,"","","",1,"0;1","0"
19,22,False,"Refractive Index",1.52,"23;28",71,"0;10;1;53;5;7;3;1","20;5;0;5;1;1;0;1;7;5;1;1;0;5;5;1"
19,23,False,"Mg Magnesium",3.50,"24;27",7,"0;2;5;3;1;2","5;5;0;4;0;5;1"
19,24,False,"Al Aluminum",1.22,"25;26",5,"5;3;1;2","1;0;5;1"
19,25,True,"","","",2,"1;2","0"
19,26,True,"","","",3,"5;3","1;0;5;1"
19,27,True,"","","",2,"0;2","4;5;0;4"
19,28,False,"Fe Iron",0.33,"29;54",64,"0;8;1;51;5;4;3;1","15;5;0;1;1;1;0;1;7;1;0;5;5;1"
19,29,False,"Al Aluminum",1.27,"30;53",63,"1;51;0;7;5;4;3;1","14;0;1;7;1;0;5;5;1;5;1;1"
19,30,False,"Al Aluminum",1.25,"31;52",42,"0;7;1;30;5;4;3;1","10;1;0;5;5;1;5;1;1;0;1;3"
19,31,False,"Mg Magnesium",3.91,"32;49",39,"0;4;1;30;5;4;3;1","8;5;1;1;0;1;3;1;5;1;0;3"
19,32,False,"Na Sodium",13.61,"33;42",36,"1;29;5;4;3;1;0;2","8;5;1;1;0;1;3;1;5;1;0;3"
19,33,False,"Al Aluminum",1.21,"34;39",23,"3;1;1;20;0;2","5;1;0;3;0;1;2"
19,34,False,"Na Sodium",13.20,"35;38",18,"1;16;0;2","5;1;0;3;0;1;2"
19,35,False,"Mg Magnesium",3.64,"36;37",8,"0;2;1;6","5;1;0;3;0;1;2"
19,36,True,"","","",6,"1;6","2;0;1;2"
19,37,True,"","","",2,"0;2","3;1;0;3"
19,38,True,"","","",10,"1;10","0"
19,39,False,"Refractive Index",1.52,"40;41",5,"3;1;1;4","0"
