tree_id,node_id,is_leave,split_feature,threshold,children,correctPredictions,correctPredictionsClassesCounts,wrongPredictions
12,9,False,"flipper_length_mm",206.00,"10;11",34,"2;19;1;15","2;0;1;1;2;1;1"
12,10,True,"","","",15,"1;15","2;0;1;1;2;1;1"
12,11,True,"","","",19,"2;19","0"
12,12,False,"bill_length_mm",44.75,"13;14",162,"1;51;0;111","4;0;1;3;1;0;1"
12,13,True,"","","",111,"0;111","1;1;0;1"
12,14,True,"","","",51,"1;51","3;0;1;3"
13,0,False,"bill_length_mm",42.40,"1;8",320,"2;121;0;136;1;63","24;1;2;1;0;4;0;2;5;1;11;2;1;2;0;1"
13,1,False,"body_mass_g",4562.50,"2;7",137,"2;2;0;135","6;0;2;4;2;0;1;1;0;1"
13,2,False,"flipper_length_mm",187.50,"3;6",135,"0;135","2;2;0;1;1;0;1"
13,3,False,"bill_length_mm",40.75,"4;5",53,"0;53","1;1;0;1"
13,4,True,"","","",49,"0;49","0"
13,5,True,"","","",4,"0;4","1;1;0;1"
13,6,True,"","","",82,"0;82","1;2;0;1"
13,7,True,"","","",2,"2;2","4;0;2;4"
13,8,False,"flipper_length_mm",207.50,"9;14",183,"2;119;0;1;1;63","18;1;2;1;0;3;0;2;1;1;11;2;1;2"
13,9,False,"sex",1.50,"10;13",64,"2;1;1;63","14;0;2;1;1;11;2;1;2"
13,10,False,"body_mass_g",4062.50,"11;12",63,"1;63","13;0;1;11;2;1;2"
13,11,True,"","","",55,"1;55","1;0;1;1"
13,12,True,"","","",8,"1;8","12;0;1;10;2;1;2"
13,13,True,"","","",1,"2;1","1;0;2;1"
13,14,False,"flipper_length_mm",210.50,"15;18",119,"2;118;0;1","4;1;2;1;0;3"
13,15,False,"bill_depth_mm",16.85,"16;17",21,"0;1;2;20","3;1;0;3"
13,16,True,"","","",20,"2;20","0"
13,17,True,"","","",1,"0;1","3;1;0;3"
13,18,True,"","","",98,"2;98","1;1;2;1"
14,0,False,"bill_length_mm",43.25,"1;10",329,"2;124;1;65;0;140","15;0;1;11;2;1;1;0;3"
14,1,False,"flipper_length_mm",207.00,"2;9",149,"2;8;0;139;1;2","10;0;2;1;1;6;1;0;3"
14,2,False,"bill_depth_mm",16.80,"3;6",141,"0;139;1;2","9;1;0;3;0;1;6"
14,3,False,"body_mass_g",3125.00,"4;5",9,"1;2;0;7","7;0;1;6;1;0;1"
14,4,True,"","","",7,"0;7","1;1;0;1"
14,5,True,"","","",2,"1;2","6;0;1;6"
14,6,False,"body_mass_g",3375.00,"7;8",132,"0;132","2;1;0;2"
14,7,True,"","","",30,"0;30","1;1;0;1"
14,8,True,"","","",102,"0;102","1;1;0;1"
14,9,True,"","","",8,"2;8","1;0;2;1"
14,10,False,"flipper_length_mm",207.50,"11;18",180,"2;116;1;63;0;1","5;0;1;5"
14,11,False,"island",0.50,"12;15",63,"1;59;2;3;0;1","4;0;1;4"
14,12,False,"flipper_length_mm",194.00,"13;14",4,"2;3;0;1","0"
14,13,True,"","","",1,"0;1","0"
14,14,True,"","","",3,"2;3","0"
14,15,False,"bill_depth_mm",19.60,"16;17",59,"1;59","4;0;1;4"
14,16,True,"","","",49,"1;49","2;0;1;2"
14,17,True,"","","",10,"1;10","2;0;1;2"
14,18,False,"flipper_length_mm",212.50,"19;22",117,"2;113;1;4","1;0;1;1"
14,19,False,"bill_depth_mm",17.35,"20;21",29,"1;4;2;25","1;0;1;1"
14,20,True,"","","",25,"2;25","0"
14,21,True,"","","",4,"1;4","1;0;1;1"
14,22,True,"","","",88,"2;88","0"
15,0,False,"body_mass_g",4575.00,"1;14",334,"2;123;0;148;1;63","10;1;2;1;0;4;0;2;1;1;3;2;1;1"
15,1,False,"bill_length_mm",42.95,"2;7",224,"1;63;2;19;0;142","8;0;1;3;2;1;1;1;0;4"
15,2,False,"bill_depth_mm",14.75,"3;4",140,"0;138;2;2","4;1;0;4"
15,3,True,"","","",2,"2;2","0"
15,4,False,"flipper_length_mm",187.50,"5;6",138,"0;138","4;1;0;4"
15,5,True,"","","",53,"0;53","4;1;0;4"
15,6,True,"","","",85,"0;85","0"
15,7,False,"flipper_length_mm",207.50,"8;11",84,"1;63;2;17;0;4","4;0;1;3;2;1;1"
15,8,False,"island",1.50,"9;10",64,"0;4;1;60","3;0;1;2;2;1;1"
15,9,True,"","","",60,"1;60","3;0;1;2;2;1;1"
15,10,True,"","","",4,"0;4","0"
15,11,False,"island",0.50,"12;13",20,"1;3;2;17","1;0;1;1"
15,12,True,"","","",17,"2;17","0"
15,13,True,"","","",3,"1;3","1;0;1;1"
15,14,False,"body_mass_g",4687.50,"15;18",110,"2;104;0;6","2;1;2;1;0;2;1"
15,15,False,"flipper_length_mm",202.50,"16;17",13,"2;9;0;4","0"
15,16,True,"","","",4,"0;4","0"
15,17,True,"","","",9,"2;9","0"
15,18,False,"flipper_length_mm",201.50,"19;20",97,"2;95;0;2","2;1;2;1;0;2;1"
15,19,True,"","","",2,"0;2","0"
15,20,False,"bill_length_mm",51.65,"21;22",95,"2;95","2;1;2;1;0;2;1"
15,21,True,"","","",87,"2;87","1;0;2;1"
15,22,True,"","","",8,"2;8","1;1;2;1"
16,0,False,"flipper_length_mm",206.00,"1;16",321,"0;150;1;49;2;122","23;1;0;19;2;1;1;0;1;0;1;2"
16,1,False,"flipper_length_mm",191.50,"2;9",193,"1;45;0;148","22;2;1;1;0;1;0;1;2;1;0;18"
16,2,False,"body_mass_g",2950.00,"3;6",95,"0;94;1;1","17;1;0;17"
16,3,False,"bill_length_mm",38.85,"4;5",6,"1;1;0;5","0"
16,4,True,"","","",5,"0;5","0"
16,5,True,"","","",1,"1;1","0"
16,6,False,"flipper_length_mm",186.50,"7;8",89,"0;89","17;1;0;17"
16,7,True,"","","",41,"0;41","4;1;0;4"
16,8,True,"","","",48,"0;48","13;1;0;13"
16,9,False,"bill_length_mm",45.02,"10;13",98,"1;44;0;54","5;2;1;1;0;1;0;1;2;1;0;1"
16,10,False,"bill_depth_mm",18.25,"11;12",54,"0;54","2;1;0;1;2;0;1"
16,11,True,"","","",20,"0;20","2;1;0;1;2;0;1"
16,12,True,"","","",34,"0;34","0"
16,13,False,"bill_length_mm",46.25,"14;15",44,"1;44","3;2;1;1;0;1;2"
16,14,True,"","","",6,"1;6","2;0;1;2"
16,15,True,"","","",38,"1;38","1;2;1;1"
16,16,False,"island",0.50,"17;18",128,"0;2;1;4;2;122","1;1;0;1"
16,17,True,"","","",122,"2;122","0"
16,18,False,"island",1.50,"19;22",6,"0;2;1;4","1;1;0;1"
16,19,False,"flipper_length_mm",209.00,"20;21",5,"1;4;0;1","1;1;0;1"
16,20,True,"","","",1,"0;1","1;1;0;1"
16,21,True,"","","",4,"1;4","0"
16,22,True,"","","",1,"0;1","0"
17,0,False,"flipper_length_mm",207.50,"1;10",322,"1;49;0;152;2;121","22;2;1;2;0;1;1;0;19"
17,1,False,"island",1.50,"2;9",195,"0;150;1;45","22;2;1;2;0;1;1;0;19"
17,2,False,"flipper_length_mm",191.50,"3;6",144,"1;45;0;99","22;2;1;2;0;1;1;0;19"
17,3,False,"flipper_length_mm",189.50,"4;5",65,"0;65","18;1;0;18"
17,4,True,"","","",47,"0;47","12;1;0;12"
17,5,True,"","","",18,"0;18","6;1;0;6"
17,6,False,"bill_length_mm",44.90,"7;8",79,"1;45;0;34","4;2;1;2;0;1;1;0;1"
17,7,True,"","","",34,"0;34","2;1;0;1;2;0;1"
17,8,True,"","","",45,"1;45","2;2;1;2"
17,9,True,"","","",51,"0;51","0"
17,10,False,"island",0.50,"11;12",127,"1;4;0;2;2;121","0"
17,11,True,"","","",121,"2;121","0"
17,12,False,"bill_depth_mm",18.95,"13;14",6,"1;4;0;2","0"
17,13,True,"","","",2,"0;2","0"
17,14,True,"","","",4,"1;4","0"
18,0,False,"flipper_length_mm",207.50,"1;10",321,"2;120;1;66;0;135","23;1;2;1;0;1;0;1;17;2;0;1;1;3"
18,1,False,"body_mass_g",4487.50,"2;9",197,"1;63;0;134","20;0;1;16;2;1;3;1;0;1"
18,2,False,"bill_length_mm",42.40,"3;6",195,"1;61;0;134","10;0;1;8;2;1;1;1;0;1"
18,3,False,"body_mass_g",3225.00,"4;5",134,"0;134","1;1;0;1"
18,4,True,"","","",25,"0;25","1;1;0;1"
18,5,True,"","","",109,"0;109","0"
18,6,False,"body_mass_g",4062.50,"7;8",61,"1;61","9;0;1;8;2;1;1"
18,7,True,"","","",55,"1;55","3;0;1;2;2;1;1"
18,8,True,"","","",6,"1;6","6;0;1;6"
18,9,True,"","","",2,"1;2","10;0;1;8;2;1;2"
18,10,False,"bill_length_mm",41.25,"11;12",124,"2;120;1;3;0;1","3;1;2;1;0;1;1;2;0;1"
18,11,True,"","","",1,"0;1","1;2;0;1"
18,12,False,"body_mass_g",4325.00,"13;16",123,"2;120;1;3","2;1;2;1;0;1;1"
18,13,False,"island",0.50,"14;15",11,"1;3;2;8","1;0;1;1"
18,14,True,"","","",8,"2;8","0"
18,15,True,"","","",3,"1;3","1;0;1;1"
18,16,True,"","","",112,"2;112","1;1;2;1"
19,0,False,"bill_depth_mm",16.35,"1;4",337,"2;122;1;66;0;149","7;0;1;3;1;0;2;2;0;2"
19,1,False,"flipper_length_mm",201.00,"2;3",120,"2;114;0;6","0"
19,2,True,"","","",6,"0;6","0"
19,3,True,"","","",114,"2;114","0"
19,4,False,"bill_length_mm",42.40,"5;6",217,"2;8;1;66;0;143","7;0;1;3;1;0;2;2;0;2"
19,5,True,"","","",133,"0;133","1;1;0;1"
19,6,False,"bill_length_mm",44.90,"7;10",84,"2;8;1;66;0;10","6;0;1;3;1;0;1;2;0;2"
19,7,False,"body_mass_g",3450.00,"8;9",14,"0;10;1;4","3;1;0;1;2;0;2"
19,8,True,"","","",4,"1;4","0"
19,9,True,"","","",10,"0;10","3;1;0;1;2;0;2"
19,10,False,"flipper_length_mm",220.00,"11;12",70,"2;8;1;62","3;0;1;3"
19,11,True,"","","",62,"1;62","3;0;1;3"
19,12,True,"","","",8,"2;8","0"
20,0,False,"bill_length_mm",42.40,"1;10",337,"0;146;1;68;2;123","7;0;1;5;2;1;2;0;1"
20,1,False,"bill_length_mm",40.75,"2;3",139,"2;3;0;135;1;1","4;0;2;1;1;3"
20,2,True,"","","",113,"0;113","0"
20,3,False,"body_mass_g",4100.00,"4;7",26,"2;3;0;22;1;1","4;0;2;1;1;3"
20,4,False,"bill_length_mm",41.00,"5;6",15,"0;14;1;1","3;0;1;3"
20,5,True,"","","",1,"1;1","3;0;1;3"
20,6,True,"","","",14,"0;14","0"
20,7,False,"flipper_length_mm",207.50,"8;9",11,"2;3;0;8","1;0;2;1"
20,8,True,"","","",8,"0;8","0"
20,9,True,"","","",3,"2;3","1;0;2;1"
20,10,False,"island",0.50,"11;14",198,"0;11;1;67;2;120","3;0;1;2;2;0;1"
20,11,False,"flipper_length_mm",199.50,"12;13",123,"2;120;0;3","1;2;0;1"
20,12,True,"","","",3,"0;3","1;2;0;1"
20,13,True,"","","",120,"2;120","0"
20,14,False,"island",1.50,"15;18",75,"0;8;1;67","2;0;1;2"
20,15,False,"sex",0.50,"16;17",67,"1;67","2;0;1;2"
20,16,True,"","","",33,"1;33","0"
20,17,True,"","","",34,"1;34","2;0;1;2"
20,18,True,"","","",8,"0;8","0"
21,0,False,"flipper_length_mm",206.50,"1;12",300,"2;122;0;118;1;60","44;1;2;5;0;3;0;2;1;1;33;2;1;2"
21,1,False,"flipper_length_mm",191.50,"2;7",177,"0;117;1;60","38;1;0;3;0;1;33;2;1;2"
21,2,False,"body_mass_g",3187.50,"3;4",109,"1;16;0;93","3;0;1;1;1;0;2"
21,3,True,"","","",19,"0;19","1;1;0;1"
21,4,False,"bill_length_mm",42.35,"5;6",90,"1;16;0;74","2;0;1;1;1;0;1"
21,5,True,"","","",74,"0;74","1;1;0;1"
21,6,True,"","","",16,"1;16","1;0;1;1"
21,7,False,"island",1.50,"8;11",68,"0;24;1;44","35;1;0;1;0;1;32;2;1;2"
21,8,False,"bill_depth_mm",20.70,"9;10",46,"0;2;1;44","35;1;0;1;0;1;32;2;1;2"
21,9,True,"","","",44,"1;44","34;0;1;32;2;1;2"
21,10,True,"","","",2,"0;2","1;1;0;1"
21,11,True,"","","",22,"0;22","0"
21,12,False,"bill_length_mm",44.25,"13;16",123,"2;122;0;1","6;1;2;5;0;2;1"
21,13,False,"island",1.00,"14;15",17,"0;1;2;16","1;0;2;1"
21,14,True,"","","",16,"2;16","1;0;2;1"
21,15,True,"","","",1,"0;1","0"
21,16,True,"","","",106,"2;106","5;1;2;5"
22,0,False,"body_mass_g",4537.50,"1;10",310,"0;145;1;42;2;123","34;0;1;7;1;0;26;2;0;1"
22,1,False,"bill_depth_mm",15.05,"2;3",200,"1;40;0;143;2;17","29;0;1;2;1;0;26;2;0;1"
22,2,True,"","","",17,"2;17","0"
22,3,False,"flipper_length_mm",193.50,"4;7",183,"1;40;0;143","29;0;1;2;1;0;26;2;0;1"
22,4,False,"island",1.50,"5;6",106,"0;106","25;1;0;25"
22,5,True,"","","",74,"0;74","25;1;0;25"
22,6,True,"","","",32,"0;32","0"
22,7,False,"bill_length_mm",44.85,"8;9",77,"1;40;0;37","4;0;1;2;1;0;1;2;0;1"
22,8,True,"","","",37,"0;37","2;1;0;1;2;0;1"
22,9,True,"","","",40,"1;40","2;0;1;2"
22,10,False,"bill_depth_mm",17.45,"11;12",110,"0;2;1;2;2;106","5;0;1;5"
22,11,True,"","","",106,"2;106","0"
22,12,False,"island",1.50,"13;14",4,"0;2;1;2","5;0;1;5"
22,13,True,"","","",2,"1;2","5;0;1;5"
22,14,True,"","","",2,"0;2","0"
23,0,False,"bill_length_mm",43.15,"1;8",326,"1;55;2;120;0;151","18;1;0;13;2;0;4;0;1;1"
23,1,False,"bill_length_mm",40.85,"2;3",154,"2;7;0;143;1;4","1;0;1;1"
23,2,True,"","","",115,"0;115","0"
23,3,False,"flipper_length_mm",205.50,"4;7",39,"2;7;0;28;1;4","1;0;1;1"
23,4,False,"bill_depth_mm",17.40,"5;6",32,"0;28;1;4","1;0;1;1"
23,5,True,"","","",4,"1;4","1;0;1;1"
23,6,True,"","","",28,"0;28","0"
23,7,True,"","","",7,"2;7","0"
23,8,False,"bill_length_mm",50.60,"9;14",172,"1;51;2;113;0;8","17;1;0;13;2;0;4"
23,9,False,"bill_depth_mm",16.30,"10;11",134,"0;8;1;28;2;98","17;1;0;13;2;0;4"
23,10,True,"","","",98,"2;98","0"
23,11,False,"sex",0.50,"12;13",36,"0;8;1;28","17;1;0;13;2;0;4"
23,12,True,"","","",28,"1;28","0"
23,13,True,"","","",8,"0;8","17;1;0;13;2;0;4"
23,14,False,"island",0.50,"15;16",38,"1;23;2;15","0"
23,15,True,"","","",15,"2;15","0"
23,16,True,"","","",23,"1;23","0"
24,0,False,"bill_length_mm",42.55,"1;10",331,"1;67;2;124;0;140","13;0;1;9;2;3;1;0;1"
24,1,False,"bill_length_mm",42.40,"2;7",146,"0;140;1;3;2;3","1;1;0;1"
24,2,False,"bill_depth_mm",15.10,"3;4",142,"0;139;2;3","1;1;0;1"
24,3,True,"","","",3,"2;3","0"
24,4,False,"body_mass_g",3225.00,"5;6",139,"0;139","1;1;0;1"
24,5,True,"","","",25,"0;25","1;1;0;1"
24,6,True,"","","",114,"0;114","0"
24,7,False,"bill_depth_mm",19.00,"8;9",4,"0;1;1;3","0"
24,8,True,"","","",3,"1;3","0"
24,9,True,"","","",1,"0;1","0"
24,10,False,"bill_depth_mm",16.35,"11;12",185,"1;64;2;121","12;0;1;9;2;3"
24,11,True,"","","",111,"2;111","0"
24,12,False,"bill_length_mm",52.05,"13;16",74,"1;64;2;10","12;0;1;9;2;3"
24,13,False,"island",0.50,"14;15",63,"1;57;2;6","12;0;1;9;2;3"
24,14,True,"","","",6,"2;6","3;0;2;3"
24,15,True,"","","",57,"1;57","9;0;1;9"
24,16,False,"island",0.50,"17;18",11,"1;7;2;4","0"
24,17,True,"","","",4,"2;4","0"
24,18,True,"","","",7,"1;7","0"
25,0,False,"flipper_length_mm",206.50,"1;14",332,"1;64;0;145;2;123","12;1;0;4;0;2;2;1;5;2;1;1"
25,1,False,"bill_length_mm",43.15,"2;9",205,"0;144;2;1;1;60","10;1;0;3;0;2;1;1;5;2;1;1"
25,2,False,"bill_length_mm",42.35,"3;6",145,"0;142;1;3","2;0;1;1;1;0;1"
25,3,False,"body_mass_g",3250.00,"4;5",138,"0;138","1;1;0;1"
25,4,True,"","","",27,"0;27","1;1;0;1"
25,5,True,"","","",111,"0;111","0"
25,6,False,"island",1.50,"7;8",7,"0;4;1;3","1;0;1;1"
25,7,True,"","","",3,"1;3","1;0;1;1"
25,8,True,"","","",4,"0;4","0"
25,9,False,"bill_depth_mm",20.15,"10;13",60,"0;2;2;1;1;57","8;1;0;2;0;2;1;1;4;2;1;1"
25,10,False,"sex",1.50,"11;12",58,"2;1;1;57","6;0;2;1;1;4;2;1;1"
25,11,True,"","","",57,"1;57","5;0;1;4;2;1;1"
25,12,True,"","","",1,"2;1","1;0;2;1"
25,13,True,"","","",2,"0;2","2;1;0;2"
25,14,False,"bill_depth_mm",18.10,"15;16",127,"1;4;0;1;2;122","2;1;0;1;0;2;1"
25,15,True,"","","",122,"2;122","1;0;2;1"
25,16,False,"body_mass_g",4125.00,"17;18",5,"1;4;0;1","1;1;0;1"
25,17,True,"","","",3,"1;3","0"
25,18,False,"body_mass_g",4550.00,"19;20",2,"1;1;0;1","1;1;0;1"
25,19,True,"","","",1,"0;1","1;1;0;1"
25,20,True,"","","",1,"1;1","0"
26,0,False,"bill_depth_mm",16.40,"1;4",337,"0;147;1;66;2;124","7;0;1;2;2;3;1;0;1;2;1"
26,1,False,"bill_length_mm",38.55,"2;3",121,"2;115;0;6","1;1;2;1"
26,2,True,"","","",6,"0;6","0"
26,3,True,"","","",115,"2;115","1;1;2;1"
26,4,False,"bill_length_mm",42.40,"5;6",216,"0;141;1;66;2;9","6;0;1;2;2;3;1;0;1"
26,5,True,"","","",133,"0;133","1;1;0;1"
26,6,False,"island",0.50,"7;10",83,"0;8;1;66;2;9","5;0;1;2;2;3"
26,7,False,"sex",1.50,"8;9",9,"2;9","3;0;2;3"
26,8,True,"","","",8,"2;8","3;0;2;3"
26,9,True,"","","",1,"2;1","0"
26,10,False,"island",1.50,"11;12",74,"0;8;1;66","2;0;1;2"
26,11,True,"","","",66,"1;66","2;0;1;2"
26,12,True,"","","",8,"0;8","0"
27,0,False,"flipper_length_mm",206.50,"1;12",282,"1;13;0;147;2;122","62;1;0;55;2;0;1;1;1;0;1;5"
27,1,False,"body_mass_g",3287.50,"2;7",153,"0;145;1;8","62;1;0;55;2;0;1;1;1;0;1;5"
27,2,False,"bill_depth_mm",16.70,"3;6",32,"0;28;1;4","2;1;0;2"
27,3,False,"bill_length_mm",39.85,"4;5",10,"1;4;0;6","0"
27,4,True,"","","",6,"0;6","0"
27,5,True,"","","",4,"1;4","0"
27,6,True,"","","",22,"0;22","2;1;0;2"
27,7,False,"bill_depth_mm",16.90,"8;9",121,"0;117;1;4","60;1;0;53;2;0;1;1;1;0;1;5"
27,8,True,"","","",4,"1;4","6;0;1;5;2;1;1"
27,9,False,"island",0.50,"10;11",117,"0;117","54;1;0;53;2;0;1"
27,10,True,"","","",32,"0;32","1;2;0;1"
27,11,True,"","","",85,"0;85","53;1;0;53"
27,12,False,"bill_depth_mm",17.65,"13;14",129,"1;5;0;2;2;122","0"
27,13,True,"","","",122,"2;122","0"
27,14,False,"bill_length_mm",47.45,"15;16",7,"1;5;0;2","0"
27,15,True,"","","",2,"0;2","0"
27,16,True,"","","",5,"1;5","0"
28,0,False,"flipper_length_mm",207.50,"1;12",327,"1;55;0;151;2;121","17;1;0;13;0;1;1;2;1;1;0;2"
28,1,False,"bill_length_mm",45.75,"2;9",200,"0;149;1;51","17;1;0;13;0;1;1;2;1;1;0;2"
28,2,False,"body_mass_g",2950.00,"3;6",149,"0;148;1;1","14;1;0;12;2;0;2"
28,3,False,"bill_length_mm",39.80,"4;5",7,"1;1;0;6","0"
28,4,True,"","","",6,"0;6","0"
28,5,True,"","","",1,"1;1","0"
28,6,False,"bill_length_mm",42.35,"7;8",142,"0;142","14;1;0;12;2;0;2"
28,7,True,"","","",132,"0;132","1;1;0;1"
28,8,True,"","","",10,"0;10","13;1;0;11;2;0;2"
28,9,False,"bill_depth_mm",20.75,"10;11",51,"0;1;1;50","3;1;0;1;0;1;1;2;1;1"
28,10,True,"","","",50,"1;50","2;0;1;1;2;1;1"
28,11,True,"","","",1,"0;1","1;1;0;1"
28,12,False,"island",0.50,"13;14",127,"1;4;0;2;2;121","0"
28,13,True,"","","",121,"2;121","0"
28,14,False,"bill_depth_mm",18.95,"15;16",6,"1;4;0;2","0"
28,15,True,"","","",2,"0;2","0"
28,16,True,"","","",4,"1;4","0"
29,0,False,"flipper_length_mm",207.50,"1;10",288,"2;124;1;68;0;96","56;0;1;55;2;1"
29,1,False,"island",0.50,"2;5",161,"0;94;1;64;2;3","56;0;1;55;2;1"
29,2,False,"bill_length_mm",43.58,"3;4",46,"2;3;0;43","1;0;2;1"
29,3,True,"","","",43,"0;43","0"
29,4,True,"","","",3,"2;3","1;0;2;1"
29,5,False,"island",1.50,"6;9",115,"0;51;1;64","55;0;1;55"
29,6,False,"sex",0.50,"7;8",64,"1;64","55;0;1;55"
29,7,True,"","","",34,"1;34","27;0;1;27"
29,8,True,"","","",30,"1;30","28;0;1;28"
29,9,True,"","","",51,"0;51","0"
29,10,False,"flipper_length_mm",213.00,"11;16",127,"2;121;1;4;0;2","0"
29,11,False,"island",0.50,"12;13",42,"1;4;0;2;2;36","0"
29,12,True,"","","",36,"2;36","0"
29,13,False,"bill_length_mm",46.55,"14;15",6,"1;4;0;2","0"
29,14,True,"","","",2,"0;2","0"
29,15,True,"","","",4,"1;4","0"
29,16,True,"","","",85,"2;85","0"
30,0,False,"body_mass_g",4537.50,"1;10",305,"2;122;0;145;1;38","39;1;2;2;0;28;2;0;2;0;2;6;1;1"
30,1,False,"bill_depth_mm",15.00,"2;3",199,"1;38;0;144;2;17","30;0;1;1;1;0;28;2;0;1"
30,2,True,"","","",17,"2;17","0"
30,3,False,"flipper_length_mm",194.50,"4;7",182,"1;38;0;144","30;0;1;1;1;0;28;2;0;1"
30,4,False,"body_mass_g",3850.00,"5;6",109,"0;109","27;1;0;27"
30,5,True,"","","",85,"0;85","27;1;0;27"
30,6,True,"","","",24,"0;24","0"
30,7,False,"bill_length_mm",45.05,"8;9",73,"1;38;0;35","3;0;1;1;1;0;1;2;0;1"
30,8,True,"","","",35,"0;35","2;1;0;1;2;0;1"
30,9,True,"","","",38,"1;38","1;0;1;1"
30,10,False,"bill_length_mm",45.85,"11;14",106,"2;105;0;1","9;1;2;2;2;0;1;0;2;6"
30,11,False,"bill_length_mm",45.55,"12;13",27,"0;1;2;26","7;2;0;1;0;2;6"
30,12,True,"","","",26,"2;26","6;0;2;6"
30,13,True,"","","",1,"0;1","1;2;0;1"
30,14,True,"","","",79,"2;79","2;1;2;2"
31,0,False,"flipper_length_mm",207.00,"1;8",331,"1;62;0;149;2;120","13;2;1;3;0;1;0;1;3;1;0;6"
31,1,False,"bill_length_mm",44.75,"2;7",205,"1;58;0;147","12;0;1;3;2;1;2;0;1;1;0;6"
31,2,False,"flipper_length_mm",187.50,"3;6",147,"0;147","7;1;0;6;2;0;1"
31,3,False,"bill_depth_mm",16.85,"4;5",54,"0;54","5;1;0;5"
31,4,True,"","","",7,"0;7","3;1;0;3"
31,5,True,"","","",47,"0;47","2;1;0;2"
31,6,True,"","","",93,"0;93","2;1;0;1;2;0;1"
31,7,True,"","","",58,"1;58","5;0;1;3;2;1;2"
31,8,False,"body_mass_g",4050.00,"9;12",126,"1;4;0;2;2;120","1;2;1;1"
31,9,False,"island",1.50,"10;11",2,"0;1;1;1","1;2;1;1"
31,10,True,"","","",1,"1;1","1;2;1;1"
31,11,True,"","","",1,"0;1","0"
31,12,False,"bill_depth_mm",18.10,"13;14",124,"1;3;0;1;2;120","0"
31,13,True,"","","",120,"2;120","0"
31,14,False,"flipper_length_mm",209.00,"15;16",4,"1;3;0;1","0"
31,15,True,"","","",1,"0;1","0"
31,16,True,"","","",3,"1;3","0"
32,0,False,"flipper_length_mm",206.00,"1;14",293,"1;32;2;122;0;139","51;0;1;13;2;1;2;1;0;36"
32,1,False,"flipper_length_mm",191.50,"2;9",166,"0;139;1;27","49;0;1;11;2;1;2;1;0;36"
32,2,False,"sex",0.50,"3;6",95,"1;1;0;94","17;1;0;17"
32,3,False,"bill_depth_mm",16.85,"4;5",57,"0;57","16;1;0;16"
32,4,True,"","","",10,"0;10","5;1;0;5"
32,5,True,"","","",47,"0;47","11;1;0;11"
32,6,False,"bill_length_mm",48.55,"7;8",38,"1;1;0;37","1;1;0;1"
32,7,True,"","","",37,"0;37","1;1;0;1"
32,8,True,"","","",1,"1;1","0"
32,9,False,"island",1.50,"10;13",71,"0;45;1;26","32;0;1;11;2;1;2;1;0;19"
32,10,False,"flipper_length_mm",196.50,"11;12",49,"1;26;0;23","32;0;1;11;2;1;2;1;0;19"
32,11,True,"","","",23,"0;23","19;1;0;19"
32,12,True,"","","",26,"1;26","13;0;1;11;2;1;2"
32,13,True,"","","",22,"0;22","0"
32,14,False,"island",0.50,"15;16",127,"1;5;2;122","2;0;1;2"
32,15,True,"","","",122,"2;122","0"
32,16,True,"","","",5,"1;5","2;0;1;2"
33,0,False,"bill_length_mm",43.25,"1;8",339,"1;67;0;148;2;124","5;0;1;2;2;2;1;0;1"
33,1,False,"flipper_length_mm",207.50,"2;7",156,"2;8;0;144;1;4","3;0;2;1;1;1;1;0;1"
33,2,False,"bill_length_mm",42.35,"3;4",148,"0;144;1;4","2;0;1;1;1;0;1"
33,3,True,"","","",138,"0;138","1;1;0;1"
33,4,False,"bill_depth_mm",17.80,"5;6",10,"0;6;1;4","1;0;1;1"
33,5,True,"","","",4,"1;4","1;0;1;1"
33,6,True,"","","",6,"0;6","0"
33,7,True,"","","",8,"2;8","1;0;2;1"
33,8,False,"flipper_length_mm",206.50,"9;14",183,"1;63;0;4;2;116","2;0;1;1;2;1"
33,9,False,"island",1.50,"10;13",63,"0;3;1;58;2;2","2;0;1;1;2;1"
33,10,False,"island",0.50,"11;12",60,"1;58;2;2","2;0;1;1;2;1"
33,11,True,"","","",2,"2;2","1;0;2;1"
33,12,True,"","","",58,"1;58","1;0;1;1"
33,13,True,"","","",3,"0;3","0"
33,14,False,"island",0.50,"15;16",120,"1;5;0;1;2;114","0"
33,15,True,"","","",114,"2;114","0"
33,16,False,"bill_length_mm",46.55,"17;18",6,"1;5;0;1","0"
33,17,True,"","","",1,"0;1","0"
33,18,True,"","","",5,"1;5","0"
34,0,False,"bill_depth_mm",16.35,"1;4",333,"2;122;0;144;1;67","11;0;1;8;2;1;2;1;0;1"
34,1,False,"bill_length_mm",39.30,"2;3",120,"2;114;0;6","0"
34,2,True,"","","",6,"0;6","0"
34,3,True,"","","",114,"2;114","0"
34,4,False,"bill_length_mm",43.15,"5;10",213,"2;8;0;138;1;67","11;0;1;8;2;1;2;1;0;1"
34,5,False,"bill_length_mm",42.40,"6;7",140,"0;137;1;3","2;0;1;1;1;0;1"
34,6,True,"","","",133,"0;133","1;1;0;1"
34,7,False,"bill_length_mm",42.60,"8;9",7,"0;4;1;3","1;0;1;1"
34,8,True,"","","",3,"1;3","1;0;1;1"
34,9,True,"","","",4,"0;4","0"
34,10,False,"flipper_length_mm",219.00,"11;14",73,"2;8;0;1;1;64","9;0;1;7;2;1;2"
