tree_id,node_id,is_leave,split_feature,threshold,children,correctPredictions,correctPredictionsClassesCounts,wrongPredictions
34,11,False,"bill_depth_mm",21.10,"12;13",65,"0;1;1;64","9;0;1;7;2;1;2"
34,12,True,"","","",64,"1;64","9;0;1;7;2;1;2"
34,13,True,"","","",1,"0;1","0"
34,14,True,"","","",8,"2;8","0"
35,0,False,"flipper_length_mm",207.50,"1;12",334,"1;63;0;150;2;121","10;0;1;2;2;1;3;1;0;5"
35,1,False,"bill_length_mm",43.35,"2;7",207,"0;148;1;59","10;0;1;2;2;1;3;1;0;5"
35,2,False,"flipper_length_mm",187.50,"3;6",145,"0;145","5;1;0;5"
35,3,False,"body_mass_g",3375.00,"4;5",54,"0;54","5;1;0;5"
35,4,True,"","","",21,"0;21","4;1;0;4"
35,5,True,"","","",33,"0;33","1;1;0;1"
35,6,True,"","","",91,"0;91","0"
35,7,False,"island",1.50,"8;11",62,"0;3;1;59","5;0;1;2;2;1;3"
35,8,False,"flipper_length_mm",195.50,"9;10",59,"1;59","5;0;1;2;2;1;3"
35,9,True,"","","",28,"1;28","1;0;1;1"
35,10,True,"","","",31,"1;31","4;0;1;1;2;1;3"
35,11,True,"","","",3,"0;3","0"
35,12,False,"island",0.50,"13;14",127,"1;4;0;2;2;121","0"
35,13,True,"","","",121,"2;121","0"
35,14,False,"bill_length_mm",46.55,"15;16",6,"1;4;0;2","0"
35,15,True,"","","",2,"0;2","0"
35,16,True,"","","",4,"1;4","0"
36,0,False,"bill_length_mm",42.40,"1;8",335,"1;64;2;121;0;150","9;0;1;2;2;1;2;0;1;1;0;4"
36,1,False,"flipper_length_mm",209.00,"2;7",142,"2;3;0;139","1;1;0;1"
36,2,False,"bill_depth_mm",16.65,"3;6",139,"0;139","1;1;0;1"
36,3,False,"bill_depth_mm",16.55,"4;5",10,"0;10","1;1;0;1"
36,4,True,"","","",8,"0;8","0"
36,5,True,"","","",2,"0;2","1;1;0;1"
36,6,True,"","","",129,"0;129","0"
36,7,True,"","","",3,"2;3","0"
36,8,False,"flipper_length_mm",207.50,"9;14",193,"1;64;2;118;0;11","8;0;1;2;2;1;2;0;1;1;0;3"
36,9,False,"flipper_length_mm",198.50,"10;13",71,"1;60;0;11","7;2;1;2;0;1;1;0;3;0;1;1"
36,10,False,"body_mass_g",3950.00,"11;12",53,"0;11;1;42","5;1;0;3;2;0;1;0;1;1"
36,11,True,"","","",42,"1;42","1;0;1;1"
36,12,True,"","","",11,"0;11","4;1;0;3;2;0;1"
36,13,True,"","","",18,"1;18","2;2;1;2"
36,14,False,"island",0.50,"15;16",122,"1;4;2;118","1;0;1;1"
36,15,True,"","","",118,"2;118","0"
36,16,False,"flipper_length_mm",211.00,"17;18",4,"1;4","1;0;1;1"
36,17,True,"","","",3,"1;3","1;0;1;1"
36,18,True,"","","",1,"1;1","0"
37,0,False,"bill_length_mm",43.15,"1;8",332,"2;123;1;63;0;146","12;1;2;1;0;4;0;1;6;2;0;1"
37,1,False,"bill_depth_mm",14.85,"2;3",151,"0;144;2;7","4;1;0;4"
37,2,True,"","","",7,"2;7","0"
37,3,False,"body_mass_g",3225.00,"4;7",144,"0;144","4;1;0;4"
37,4,False,"body_mass_g",3187.50,"5;6",25,"0;25","1;1;0;1"
37,5,True,"","","",21,"0;21","0"
37,6,True,"","","",4,"0;4","1;1;0;1"
37,7,True,"","","",119,"0;119","3;1;0;3"
37,8,False,"flipper_length_mm",206.00,"9;16",181,"2;116;1;63;0;2","8;1;2;1;0;1;6;2;0;1"
37,9,False,"island",0.50,"10;13",62,"1;59;2;1;0;2","6;0;1;5;2;0;1"
37,10,False,"sex",1.50,"11;12",3,"2;1;0;2","1;2;0;1"
37,11,True,"","","",2,"0;2","1;2;0;1"
37,12,True,"","","",1,"2;1","0"
37,13,False,"body_mass_g",4075.00,"14;15",59,"1;59","5;0;1;5"
37,14,True,"","","",51,"1;51","1;0;1;1"
37,15,True,"","","",8,"1;8","4;0;1;4"
37,16,False,"flipper_length_mm",210.50,"17;20",119,"2;115;1;4","2;1;2;1;0;1;1"
37,17,False,"island",0.50,"18;19",23,"1;4;2;19","1;0;1;1"
37,18,True,"","","",19,"2;19","0"
37,19,True,"","","",4,"1;4","1;0;1;1"
37,20,True,"","","",96,"2;96","1;1;2;1"
38,0,False,"body_mass_g",4537.50,"1;12",304,"0;151;2;106;1;47","40;1;0;21;0;1;1;2;1;16;0;2"
38,1,False,"flipper_length_mm",192.50,"2;7",191,"0;144;1;47","38;0;1;1;2;1;16;0;2;1;0;19"
38,2,False,"body_mass_g",3537.50,"3;6",97,"0;96;1;1","19;1;0;19"
38,3,False,"body_mass_g",3512.50,"4;5",47,"1;1;0;46","12;1;0;12"
38,4,True,"","","",46,"0;46","12;1;0;12"
38,5,True,"","","",1,"1;1","0"
38,6,True,"","","",50,"0;50","7;1;0;7"
38,7,False,"island",1.50,"8;11",94,"0;48;1;46","19;0;1;1;2;1;16;0;2"
38,8,False,"bill_length_mm",42.75,"9;10",73,"1;46;0;27","19;0;1;1;2;1;16;0;2"
38,9,True,"","","",27,"0;27","2;2;0;2"
38,10,True,"","","",46,"1;46","17;0;1;1;2;1;16"
38,11,True,"","","",21,"0;21","0"
38,12,False,"bill_depth_mm",17.35,"13;14",113,"0;7;2;106","2;1;0;2"
38,13,True,"","","",106,"2;106","0"
38,14,True,"","","",7,"0;7","2;1;0;2"
39,0,False,"body_mass_g",4337.50,"1;12",332,"2;123;1;66;0;143","12;1;2;1;0;1;2;1;1;0;1;7;2;2"
39,1,False,"bill_length_mm",42.40,"2;7",199,"1;62;2;9;0;128","10;0;1;7;2;2;1;0;1"
39,2,False,"flipper_length_mm",207.50,"3;6",129,"2;1;0;128","2;0;2;1;1;0;1"
39,3,False,"bill_depth_mm",16.70,"4;5",128,"0;128","1;1;0;1"
39,4,True,"","","",10,"0;10","1;1;0;1"
39,5,True,"","","",118,"0;118","0"
39,6,True,"","","",1,"2;1","1;0;2;1"
39,7,False,"island",0.50,"8;9",70,"1;62;2;8","8;0;1;7;2;1"
39,8,True,"","","",8,"2;8","1;0;2;1"
39,9,False,"flipper_length_mm",196.00,"10;11",62,"1;62","7;0;1;7"
39,10,True,"","","",35,"1;35","3;0;1;3"
39,11,True,"","","",27,"1;27","4;0;1;4"
39,12,False,"bill_length_mm",40.25,"13;14",133,"2;114;1;4;0;15","2;1;2;1;2;1;1"
39,13,True,"","","",6,"0;6","0"
39,14,False,"flipper_length_mm",206.00,"15;18",127,"2;114;1;4;0;9","2;1;2;1;2;1;1"
39,15,False,"bill_length_mm",47.40,"16;17",13,"1;4;0;9","1;2;1;1"
39,16,True,"","","",9,"0;9","0"
39,17,True,"","","",4,"1;4","1;2;1;1"
39,18,False,"flipper_length_mm",210.50,"19;20",114,"2;114","1;1;2;1"
39,19,True,"","","",16,"2;16","1;1;2;1"
39,20,True,"","","",98,"2;98","0"
40,0,False,"flipper_length_mm",206.00,"1;12",330,"1;62;0;146;2;122","14;0;1;5;2;1;2;1;2;1;0;6"
40,1,False,"bill_length_mm",43.15,"2;7",203,"0;145;2;1;1;57","12;1;0;6;0;2;1;1;4;2;1;1"
40,2,False,"sex",0.50,"3;6",143,"0;143","4;1;0;4"
40,3,False,"island",0.50,"4;5",73,"0;73","4;1;0;4"
40,4,True,"","","",22,"0;22","0"
40,5,True,"","","",51,"0;51","4;1;0;4"
40,6,True,"","","",70,"0;70","0"
40,7,False,"bill_depth_mm",20.15,"8;11",60,"0;2;2;1;1;57","8;1;0;2;0;2;1;1;4;2;1;1"
40,8,False,"sex",1.50,"9;10",58,"2;1;1;57","6;0;2;1;1;4;2;1;1"
40,9,True,"","","",57,"1;57","5;0;1;4;2;1;1"
40,10,True,"","","",1,"2;1","1;0;2;1"
40,11,True,"","","",2,"0;2","2;1;0;2"
40,12,False,"body_mass_g",4050.00,"13;14",127,"1;5;0;1;2;121","2;0;1;1;2;1;1"
40,13,True,"","","",2,"1;2","2;0;1;1;2;1;1"
40,14,False,"bill_depth_mm",18.10,"15;16",125,"1;3;0;1;2;121","0"
40,15,True,"","","",121,"2;121","0"
40,16,False,"bill_length_mm",44.90,"17;18",4,"1;3;0;1","0"
40,17,True,"","","",1,"0;1","0"
40,18,True,"","","",3,"1;3","0"
41,0,False,"bill_depth_mm",15.95,"1;4",333,"2;123;0;143;1;67","11;0;1;9;2;1;1;1;0;1"
41,1,False,"island",0.50,"2;3",103,"0;2;2;101","0"
41,2,True,"","","",101,"2;101","0"
41,3,True,"","","",2,"0;2","0"
41,4,False,"body_mass_g",5050.00,"5;10",230,"2;22;0;141;1;67","11;0;1;9;2;1;1;1;0;1"
41,5,False,"island",1.50,"6;9",208,"0;141;1;67","11;0;1;9;2;1;1;1;0;1"
41,6,False,"bill_length_mm",41.90,"7;8",157,"1;67;0;90","11;0;1;9;2;1;1;1;0;1"
41,7,True,"","","",90,"0;90","1;1;0;1"
41,8,True,"","","",67,"1;67","10;0;1;9;2;1;1"
41,9,True,"","","",51,"0;51","0"
41,10,True,"","","",22,"2;22","0"
42,0,False,"flipper_length_mm",208.50,"1;14",333,"1;67;2;124;0;142","11;0;2;1;1;9;1;0;1"
42,1,False,"island",0.50,"2;7",215,"1;63;0;142;2;10","10;0;1;9;1;0;1"
42,2,False,"bill_depth_mm",15.85,"3;4",54,"2;10;0;44","0"
42,3,True,"","","",9,"2;9","0"
42,4,False,"sex",1.50,"5;6",45,"2;1;0;44","0"
42,5,True,"","","",44,"0;44","0"
42,6,True,"","","",1,"2;1","0"
42,7,False,"bill_length_mm",42.40,"8;11",161,"1;63;0;98","10;0;1;9;1;0;1"
42,8,False,"bill_depth_mm",16.65,"9;10",98,"0;98","1;1;0;1"
42,9,True,"","","",6,"0;6","1;1;0;1"
42,10,True,"","","",92,"0;92","0"
42,11,False,"bill_length_mm",46.20,"12;13",63,"1;63","9;0;1;9"
42,12,True,"","","",16,"1;16","9;0;1;9"
42,13,True,"","","",47,"1;47","0"
42,14,False,"bill_depth_mm",18.40,"15;16",118,"1;4;2;114","1;0;2;1"
42,15,True,"","","",114,"2;114","1;0;2;1"
42,16,True,"","","",4,"1;4","0"
43,0,False,"bill_depth_mm",16.40,"1;4",329,"2;124;1;66;0;139","15;0;2;1;1;12;1;0;2"
43,1,False,"body_mass_g",3725.00,"2;3",121,"2;115;0;6","1;1;0;1"
43,2,True,"","","",6,"0;6","1;1;0;1"
43,3,True,"","","",115,"2;115","0"
43,4,False,"body_mass_g",5025.00,"5;10",208,"2;9;1;66;0;133","14;0;2;1;1;12;1;0;1"
43,5,False,"bill_length_mm",42.35,"6;7",200,"2;1;1;66;0;133","14;0;2;1;1;12;1;0;1"
43,6,True,"","","",133,"0;133","1;1;0;1"
43,7,False,"sex",1.50,"8;9",67,"2;1;1;66","13;0;2;1;1;12"
43,8,True,"","","",66,"1;66","12;0;1;12"
43,9,True,"","","",1,"2;1","1;0;2;1"
43,10,True,"","","",8,"2;8","0"
44,0,False,"bill_depth_mm",16.05,"1;4",330,"2;121;1;62;0;147","14;0;1;5;2;1;3;1;0;6"
44,1,False,"body_mass_g",3612.50,"2;3",107,"2;104;0;3","0"
44,2,True,"","","",3,"0;3","0"
44,3,True,"","","",104,"2;104","0"
44,4,False,"bill_length_mm",45.65,"5;12",223,"2;17;1;62;0;144","14;0;1;5;2;1;3;1;0;6"
44,5,False,"bill_length_mm",43.80,"6;9",149,"0;144;1;5","12;0;1;3;2;1;3;1;0;6"
44,6,False,"flipper_length_mm",187.50,"7;8",143,"0;143","6;1;0;6"
44,7,True,"","","",52,"0;52","5;1;0;5"
44,8,True,"","","",91,"0;91","1;1;0;1"
44,9,False,"bill_depth_mm",19.85,"10;11",6,"0;1;1;5","6;0;1;3;2;1;3"
44,10,True,"","","",5,"1;5","6;0;1;3;2;1;3"
44,11,True,"","","",1,"0;1","0"
44,12,False,"body_mass_g",5050.00,"13;16",74,"2;17;1;57","2;0;1;2"
44,13,False,"bill_length_mm",46.20,"14;15",57,"1;57","2;0;1;2"
44,14,True,"","","",6,"1;6","2;0;1;2"
44,15,True,"","","",51,"1;51","0"
44,16,True,"","","",17,"2;17","0"
45,0,False,"flipper_length_mm",207.50,"1;14",325,"2;121;1;56;0;148","19;2;0;2;1;1;0;2;2;1;2;1;2;1;0;11"
45,1,False,"flipper_length_mm",196.50,"2;9",200,"1;52;2;2;0;146","17;2;1;1;0;2;2;1;2;1;2;1;0;11"
45,2,False,"sex",0.50,"3;6",154,"0;127;1;27","12;1;0;10;0;1;2"
45,3,False,"bill_length_mm",42.15,"4;5",95,"1;26;0;69","2;0;1;1;1;0;1"
45,4,True,"","","",69,"0;69","1;1;0;1"
45,5,True,"","","",26,"1;26","1;0;1;1"
45,6,False,"body_mass_g",3275.00,"7;8",59,"0;58;1;1","10;1;0;9;0;1;1"
45,7,True,"","","",1,"1;1","1;0;1;1"
45,8,True,"","","",58,"0;58","9;1;0;9"
45,9,False,"bill_length_mm",45.98,"10;13",46,"1;25;2;2;0;19","5;2;1;1;0;2;2;1;2;1;0;1"
45,10,False,"bill_length_mm",43.77,"11;12",21,"2;2;0;19","4;0;2;2;1;2;1;0;1"
45,11,True,"","","",19,"0;19","1;1;0;1"
45,12,True,"","","",2,"2;2","3;0;2;2;1;2;1"
45,13,True,"","","",25,"1;25","1;2;1;1"
45,14,False,"flipper_length_mm",212.50,"15;20",125,"2;119;1;4;0;2","2;2;0;2"
45,15,False,"sex",0.50,"16;17",34,"1;4;0;2;2;28","2;2;0;2"
45,16,True,"","","",28,"2;28","0"
45,17,False,"bill_length_mm",48.85,"18;19",6,"1;4;0;2","2;2;0;2"
45,18,True,"","","",2,"0;2","2;2;0;2"
45,19,True,"","","",4,"1;4","0"
45,20,True,"","","",91,"2;91","0"
46,0,False,"bill_length_mm",43.15,"1;10",334,"0;147;1;65;2;122","10;0;2;1;1;4;2;0;2;1;0;3"
46,1,False,"bill_depth_mm",14.85,"2;3",148,"0;140;1;1;2;7","7;1;0;3;0;1;4"
46,2,True,"","","",7,"2;7","0"
46,3,False,"bill_depth_mm",16.75,"4;7",141,"0;140;1;1","7;1;0;3;0;1;4"
46,4,False,"body_mass_g",3300.00,"5;6",8,"1;1;0;7","5;0;1;4;1;0;1"
46,5,True,"","","",7,"0;7","1;1;0;1"
46,6,True,"","","",1,"1;1","4;0;1;4"
46,7,False,"bill_length_mm",42.40,"8;9",133,"0;133","2;1;0;2"
46,8,True,"","","",128,"0;128","0"
46,9,True,"","","",5,"0;5","2;1;0;2"
46,10,False,"island",0.50,"11;16",186,"0;7;1;64;2;115","3;0;2;1;2;0;2"
46,11,False,"body_mass_g",4625.00,"12;15",116,"2;115;0;1","3;0;2;1;2;0;2"
46,12,False,"sex",0.50,"13;14",22,"0;1;2;21","2;2;0;2"
46,13,True,"","","",21,"2;21","0"
46,14,True,"","","",1,"0;1","2;2;0;2"
46,15,True,"","","",94,"2;94","1;0;2;1"
46,16,False,"bill_length_mm",44.75,"17;20",70,"0;6;1;64","0"
46,17,False,"body_mass_g",3700.00,"18;19",6,"0;4;1;2","0"
46,18,True,"","","",2,"1;2","0"
46,19,True,"","","",4,"0;4","0"
46,20,False,"island",1.50,"21;22",64,"0;2;1;62","0"
46,21,True,"","","",62,"1;62","0"
46,22,True,"","","",2,"0;2","0"
47,0,False,"bill_length_mm",43.15,"1;10",334,"1;64;0;146;2;124","10;0;1;5;2;1;1;0;4"
47,1,False,"bill_depth_mm",15.40,"2;3",151,"0;144;2;7","4;1;0;4"
47,2,True,"","","",7,"2;7","0"
47,3,False,"bill_depth_mm",16.65,"4;7",144,"0;144","4;1;0;4"
47,4,False,"bill_depth_mm",16.55,"5;6",10,"0;10","1;1;0;1"
47,5,True,"","","",8,"0;8","0"
47,6,True,"","","",2,"0;2","1;1;0;1"
47,7,False,"bill_depth_mm",17.35,"8;9",134,"0;134","3;1;0;3"
47,8,True,"","","",26,"0;26","3;1;0;3"
47,9,True,"","","",108,"0;108","0"
47,10,False,"island",0.50,"11;16",183,"1;64;0;2;2;117","6;0;1;5;2;1"
47,11,False,"bill_length_mm",45.65,"12;15",118,"2;117;0;1","1;0;2;1"
47,12,False,"bill_length_mm",45.55,"13;14",32,"0;1;2;31","1;0;2;1"
47,13,True,"","","",31,"2;31","1;0;2;1"
47,14,True,"","","",1,"0;1","0"
47,15,True,"","","",86,"2;86","0"
47,16,False,"bill_length_mm",44.75,"17;20",65,"1;64;0;1","5;0;1;5"
47,17,False,"flipper_length_mm",206.00,"18;19",3,"0;1;1;2","3;0;1;3"
47,18,True,"","","",2,"1;2","3;0;1;3"
47,19,True,"","","",1,"0;1","0"
47,20,True,"","","",62,"1;62","2;0;1;2"
48,0,False,"body_mass_g",4275.00,"1;10",323,"2;120;1;58;0;145","21;2;1;2;0;2;0;2;5;1;2;1;2;6;0;4"
48,1,False,"body_mass_g",2775.00,"2;3",183,"1;51;2;4;0;128","18;0;1;2;2;3;2;1;1;0;2;1;2;6;0;4"
48,2,True,"","","",1,"1;1","0"
48,3,False,"bill_length_mm",43.15,"4;7",182,"1;50;2;4;0;128","18;0;1;2;2;3;2;1;1;0;2;1;2;6;0;4"
48,4,False,"flipper_length_mm",187.50,"5;6",128,"0;128","6;2;0;2;1;0;4"
48,5,True,"","","",52,"0;52","4;1;0;4"
48,6,True,"","","",76,"0;76","2;2;0;2"
48,7,False,"bill_length_mm",45.55,"8;9",54,"1;50;2;4","12;0;1;2;2;3;2;1;1;1;2;6"
48,8,True,"","","",4,"2;4","9;0;2;3;1;2;6"
48,9,True,"","","",50,"1;50","3;0;1;2;2;1;1"
48,10,False,"body_mass_g",4712.50,"11;16",140,"2;116;1;7;0;17","3;2;1;1;0;2;2"
48,11,False,"bill_depth_mm",16.30,"12;13",50,"1;6;0;17;2;27","0"
48,12,True,"","","",27,"2;27","0"
48,13,False,"bill_length_mm",47.30,"14;15",23,"1;6;0;17","0"
48,14,True,"","","",17,"0;17","0"
48,15,True,"","","",6,"1;6","0"
48,16,False,"flipper_length_mm",210.50,"17;20",90,"2;89;1;1","3;2;1;1;0;2;2"
48,17,False,"flipper_length_mm",209.50,"18;19",5,"1;1;2;4","3;2;1;1;0;2;2"
48,18,True,"","","",4,"2;4","2;0;2;2"
48,19,True,"","","",1,"1;1","1;2;1;1"
48,20,True,"","","",85,"2;85","0"
49,0,False,"island",0.50,"1;6",297,"0;139;1;34;2;124","47;1;0;34;0;1;10;2;3"
49,1,False,"flipper_length_mm",195.50,"2;3",165,"0;41;2;124","3;0;2;3"
49,2,True,"","","",37,"0;37","0"
49,3,False,"bill_depth_mm",18.40,"4;5",128,"0;4;2;124","3;0;2;3"
49,4,True,"","","",124,"2;124","3;0;2;3"
49,5,True,"","","",4,"0;4","0"
49,6,False,"island",1.50,"7;14",132,"0;98;1;34","44;1;0;34;0;1;10"
49,7,False,"flipper_length_mm",192.50,"8;11",80,"0;46;1;34","44;1;0;34;0;1;10"
49,8,False,"body_mass_g",2950.00,"9;10",40,"0;38;1;2","19;1;0;18;0;1;1"
49,9,True,"","","",2,"1;2","1;0;1;1"
49,10,True,"","","",38,"0;38","18;1;0;18"
49,11,False,"body_mass_g",3975.00,"12;13",40,"0;8;1;32","25;1;0;16;0;1;9"
49,12,True,"","","",32,"1;32","9;0;1;9"
49,13,True,"","","",8,"0;8","16;1;0;16"
49,14,True,"","","",52,"0;52","0"
50,0,False,"body_mass_g",4562.50,"1;12",329,"1;67;2;123;0;139","15;0;1;13;1;0;1;2;0;1"
50,1,False,"flipper_length_mm",194.50,"2;7",217,"1;66;0;133;2;18","14;0;1;12;1;0;1;2;0;1"
50,2,False,"island",1.50,"3;6",125,"0;98;1;27","11;0;1;11"
50,3,False,"bill_length_mm",40.75,"4;5",92,"1;27;0;65","11;0;1;11"
50,4,True,"","","",65,"0;65","0"
50,5,True,"","","",27,"1;27","11;0;1;11"
50,6,True,"","","",33,"0;33","0"
50,7,False,"bill_depth_mm",15.50,"8;9",92,"1;39;0;35;2;18","3;0;1;1;1;0;1;2;0;1"
50,8,True,"","","",18,"2;18","0"
50,9,False,"bill_length_mm",44.90,"10;11",74,"1;39;0;35","3;0;1;1;1;0;1;2;0;1"
50,10,True,"","","",35,"0;35","2;1;0;1;2;0;1"
50,11,True,"","","",39,"1;39","1;0;1;1"
50,12,False,"flipper_length_mm",199.00,"13;14",112,"1;1;2;105;0;6","1;0;1;1"
50,13,True,"","","",6,"0;6","0"
50,14,False,"bill_depth_mm",18.85,"15;16",106,"1;1;2;105","1;0;1;1"
50,15,True,"","","",105,"2;105","0"
50,16,True,"","","",1,"1;1","1;0;1;1"
51,0,False,"body_mass_g",4537.50,"1;12",330,"1;63;0;145;2;122","14;0;2;2;1;5;1;0;5;2;0;2"
51,1,False,"bill_length_mm",43.15,"2;7",217,"0;140;1;61;2;16","12;1;0;5;0;1;5;2;0;2"
51,2,False,"body_mass_g",3375.00,"3;6",139,"0;139","6;1;0;4;2;0;2"
51,3,False,"island",0.50,"4;5",39,"0;39","3;1;0;3"
51,4,True,"","","",11,"0;11","0"
51,5,True,"","","",28,"0;28","3;1;0;3"
51,6,True,"","","",100,"0;100","3;1;0;1;2;0;2"
51,7,False,"island",0.50,"8;9",78,"0;1;1;61;2;16","6;1;0;1;0;1;5"
51,8,True,"","","",16,"2;16","0"
51,9,False,"bill_depth_mm",20.75,"10;11",62,"0;1;1;61","6;1;0;1;0;1;5"
51,10,True,"","","",61,"1;61","5;0;1;5"
51,11,True,"","","",1,"0;1","1;1;0;1"
51,12,False,"island",0.50,"13;18",113,"1;2;0;5;2;106","2;0;2;2"
51,13,False,"body_mass_g",4625.00,"14;17",107,"2;106;0;1","2;0;2;2"
51,14,False,"sex",0.50,"15;16",8,"0;1;2;7","0"
51,15,True,"","","",7,"2;7","0"
51,16,True,"","","",1,"0;1","0"
51,17,True,"","","",99,"2;99","2;0;2;2"
51,18,False,"bill_length_mm",47.45,"19;20",6,"1;2;0;4","0"
51,19,True,"","","",4,"0;4","0"
51,20,True,"","","",2,"1;2","0"
52,0,False,"flipper_length_mm",206.50,"1;16",294,"2;122;1;50;0;122","50;2;1;2;0;1;30;1;0;18"
52,1,False,"flipper_length_mm",191.50,"2;9",165,"1;45;0;120","50;2;1;2;0;1;30;1;0;18"
52,2,False,"sex",0.50,"3;6",94,"0;94","18;1;0;18"
52,3,False,"island",1.50,"4;5",57,"0;57","16;1;0;16"
52,4,True,"","","",37,"0;37","16;1;0;16"
52,5,True,"","","",20,"0;20","0"
52,6,False,"bill_depth_mm",18.80,"7;8",37,"0;37","2;1;0;2"
52,7,True,"","","",18,"0;18","2;1;0;2"
52,8,True,"","","",19,"0;19","0"
52,9,False,"flipper_length_mm",200.00,"10;13",71,"1;45;0;26","32;2;1;2;0;1;30"
52,10,False,"island",1.50,"11;12",53,"0;21;1;32","31;0;1;30;2;1;1"
52,11,True,"","","",32,"1;32","31;0;1;30;2;1;1"
52,12,True,"","","",21,"0;21","0"
52,13,False,"bill_length_mm",42.50,"14;15",18,"1;13;0;5","1;2;1;1"
52,14,True,"","","",5,"0;5","0"
52,15,True,"","","",13,"1;13","1;2;1;1"
52,16,False,"body_mass_g",4337.50,"17;22",129,"2;122;1;5;0;2","0"
52,17,False,"bill_length_mm",47.40,"18;21",14,"1;4;0;2;2;8","0"
52,18,False,"bill_depth_mm",16.75,"19;20",10,"0;2;2;8","0"
52,19,True,"","","",8,"2;8","0"
52,20,True,"","","",2,"0;2","0"
52,21,True,"","","",4,"1;4","0"
52,22,False,"bill_length_mm",51.65,"23;24",115,"2;114;1;1","0"
52,23,True,"","","",106,"2;106","0"
52,24,False,"body_mass_g",5125.00,"25;26",9,"2;8;1;1","0"
52,25,True,"","","",1,"1;1","0"
52,26,True,"","","",8,"2;8","0"
53,0,False,"bill_depth_mm",15.95,"1;4",326,"2;122;1;57;0;147","18;0;1;2;2;3;1;0;11;2;0;2"
53,1,False,"flipper_length_mm",198.00,"2;3",103,"2;101;0;2","0"
53,2,True,"","","",2,"0;2","0"
53,3,True,"","","",101,"2;101","0"
53,4,False,"bill_length_mm",45.65,"5;12",223,"2;21;1;57;0;145","18;0;1;2;2;3;1;0;11;2;0;2"
53,5,False,"sex",1.50,"6;9",146,"0;145;2;1","16;0;2;3;1;0;11;2;0;2"
53,6,False,"bill_length_mm",43.15,"7;8",142,"0;142","13;1;0;11;2;0;2"
53,7,True,"","","",137,"0;137","4;1;0;4"
53,8,True,"","","",5,"0;5","9;1;0;7;2;0;2"
53,9,False,"bill_depth_mm",18.10,"10;11",4,"0;3;2;1","3;0;2;3"
53,10,True,"","","",1,"2;1","3;0;2;3"
53,11,True,"","","",3,"0;3","0"
53,12,False,"body_mass_g",5100.00,"13;14",77,"2;20;1;57","2;0;1;2"
53,13,True,"","","",57,"1;57","2;0;1;2"
53,14,True,"","","",20,"2;20","0"
54,0,False,"flipper_length_mm",207.50,"1;10",289,"1;46;0;122;2;121","55;0;1;30;1;0;22;2;1;3"
54,1,False,"island",1.50,"2;9",162,"0;120;1;42","55;0;1;30;1;0;22;2;1;3"
54,2,False,"bill_depth_mm",19.35,"3;6",111,"1;42;0;69","55;0;1;30;1;0;22;2;1;3"
54,3,False,"flipper_length_mm",191.50,"4;5",89,"1;31;0;58","47;0;1;26;2;1;3;1;0;18"
54,4,True,"","","",58,"0;58","18;1;0;18"
54,5,True,"","","",31,"1;31","29;0;1;26;2;1;3"
54,6,False,"flipper_length_mm",196.50,"7;8",22,"1;11;0;11","8;0;1;4;1;0;4"
54,7,True,"","","",11,"0;11","4;1;0;4"
54,8,True,"","","",11,"1;11","4;0;1;4"
54,9,True,"","","",51,"0;51","0"
54,10,False,"island",0.50,"11;12",127,"1;4;0;2;2;121","0"
54,11,True,"","","",121,"2;121","0"
54,12,False,"bill_length_mm",46.55,"13;14",6,"1;4;0;2","0"
54,13,True,"","","",2,"0;2","0"
54,14,True,"","","",4,"1;4","0"
55,0,False,"bill_length_mm",42.80,"1;10",326,"1;62;0;143;2;121","18;1;0;6;0;2;1;1;8;2;1;3"
55,1,False,"flipper_length_mm",209.00,"2;9",147,"2;4;0;142;1;1","5;1;0;3;2;1;2"
55,2,False,"bill_depth_mm",16.65,"3;6",143,"0;142;1;1","5;1;0;3;2;1;2"
55,3,False,"bill_length_mm",39.30,"4;5",11,"1;1;0;10","2;2;1;2"
55,4,True,"","","",10,"0;10","0"
55,5,True,"","","",1,"1;1","2;2;1;2"
55,6,False,"bill_length_mm",42.40,"7;8",132,"0;132","3;1;0;3"
55,7,True,"","","",129,"0;129","0"
55,8,True,"","","",3,"0;3","3;1;0;3"
55,9,True,"","","",4,"2;4","0"
55,10,False,"flipper_length_mm",206.00,"11;14",179,"1;61;0;1;2;117","13;1;0;3;0;2;1;1;8;2;1;1"
55,11,False,"sex",1.50,"12;13",60,"2;1;1;59","10;0;2;1;1;8;2;1;1"
55,12,True,"","","",59,"1;59","9;0;1;8;2;1;1"
55,13,True,"","","",1,"2;1","1;0;2;1"
55,14,False,"bill_depth_mm",17.55,"15;16",119,"1;2;0;1;2;116","3;1;0;3"
55,15,True,"","","",116,"2;116","0"
55,16,False,"body_mass_g",4150.00,"17;18",3,"1;2;0;1","3;1;0;3"
55,17,True,"","","",1,"0;1","3;1;0;3"
55,18,True,"","","",2,"1;2","0"
56,0,False,"body_mass_g",4562.50,"1;10",322,"1;67;2;123;0;132","22;0;2;5;1;15;2;1;1;1;0;1"
56,1,False,"island",1.50,"2;9",214,"0;130;1;66;2;18","17;0;1;15;2;1;1;1;0;1"
56,2,False,"flipper_length_mm",196.50,"3;6",164,"1;66;2;18;0;80","17;0;1;15;2;1;1;1;0;1"
56,3,False,"bill_length_mm",42.05,"4;5",116,"1;36;0;80","6;0;1;5;1;0;1"
